Assay	run	trt	strain	measure	strain.name	assay.name
Body Wave Number	2	DDT	BYLS162	0.185563	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	0.339551	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	0.519583	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	0.346725	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	NA	BR5271	WaveNumber
Body Wave Number	2	DDT	BYLS162	NA	BR5271	WaveNumber
Asymmetry	2	DDT	BYLS162	-0.001502	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	0.018945	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	-0.040276	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	0.018657	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	-0.021384	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	0.029351	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	NA	BR5271	Asymmetry
Asymmetry	2	DDT	BYLS162	NA	BR5271	Asymmetry
Stretch	2	DDT	BYLS162	0.412494	BR5271	Stretch
Stretch	2	DDT	BYLS162	0.486095	BR5271	Stretch
Stretch	2	DDT	BYLS162	0.465688	BR5271	Stretch
Stretch	2	DDT	BYLS162	0.375725	BR5271	Stretch
Stretch	2	DDT	BYLS162	0.420688	BR5271	Stretch
Stretch	2	DDT	BYLS162	0.445972	BR5271	Stretch
Stretch	2	DDT	BYLS162	NA	BR5271	Stretch
Stretch	2	DDT	BYLS162	NA	BR5271	Stretch
Stretch	2	DDT	BYLS162	NA	BR5271	Stretch
Stretch	2	DDT	BYLS162	NA	BR5271	Stretch
Stretch	2	DDT	BYLS162	NA	BR5271	Stretch
Stretch	2	DDT	BYLS162	NA	BR5271	Stretch
Stretch	2	DDT	BYLS162	NA	BR5271	Stretch
Stretch	2	DDT	BYLS162	NA	BR5271	Stretch
Stretch	2	DDT	BYLS162	NA	BR5271	Stretch
Attenuation	2	DDT	BYLS162	46.650724	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	41.287076	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	62.334205	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	6.770276	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	52.410085	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	8.953	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	NA	BR5271	Attenuation
Attenuation	2	DDT	BYLS162	NA	BR5271	Attenuation
Reverse Swim	2	DDT	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	0	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	NA	BR5271	ReverseSwim
Reverse Swim	2	DDT	BYLS162	NA	BR5271	ReverseSwim
Curling	2	DDT	BYLS162	0.238095	BR5271	Curling
Curling	2	DDT	BYLS162	0.645161	BR5271	Curling
Curling	2	DDT	BYLS162	0.497925	BR5271	Curling
Curling	2	DDT	BYLS162	0	BR5271	Curling
Curling	2	DDT	BYLS162	1.186813	BR5271	Curling
Curling	2	DDT	BYLS162	0.48	BR5271	Curling
Curling	2	DDT	BYLS162	NA	BR5271	Curling
Curling	2	DDT	BYLS162	NA	BR5271	Curling
Curling	2	DDT	BYLS162	NA	BR5271	Curling
Curling	2	DDT	BYLS162	NA	BR5271	Curling
Curling	2	DDT	BYLS162	NA	BR5271	Curling
Curling	2	DDT	BYLS162	NA	BR5271	Curling
Curling	2	DDT	BYLS162	NA	BR5271	Curling
Curling	2	DDT	BYLS162	NA	BR5271	Curling
Curling	2	DDT	BYLS162	NA	BR5271	Curling
Travel Speed	2	DDT	BYLS162	15.699443	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	4.141687	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	0.833223	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	9.126682	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	9.504062	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	6.160781	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	NA	BR5271	TravelSpeed
Travel Speed	2	DDT	BYLS162	NA	BR5271	TravelSpeed
Brush Stroke	2	DDT	BYLS162	0.407015	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	0.386956	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	0.323203	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	0.293858	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	0.432451	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	0.164434	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	NA	BR5271	BrushStroke
Brush Stroke	2	DDT	BYLS162	NA	BR5271	BrushStroke
Activity Index	2	DDT	BYLS162	381.098789	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	307.882247	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	331.659823	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	287.439396	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	289.100167	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	695.754234	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	NA	BR5271	ActivityIndex
Activity Index	2	DDT	BYLS162	NA	BR5271	ActivityIndex
WaveInitRate	3	DDT	N2	70.610293	N2	WaveInitRate
WaveInitRate	3	DDT	N2	106.562888	N2	WaveInitRate
WaveInitRate	3	DDT	N2	87.483929	N2	WaveInitRate
WaveInitRate	3	DDT	N2	90.185692	N2	WaveInitRate
WaveInitRate	3	DDT	N2	107.099806	N2	WaveInitRate
WaveInitRate	3	DDT	N2	106.080597	N2	WaveInitRate
WaveInitRate	3	DDT	N2	109.652906	N2	WaveInitRate
WaveInitRate	3	DDT	N2	106.868877	N2	WaveInitRate
WaveInitRate	3	DDT	N2	111.820143	N2	WaveInitRate
WaveInitRate	3	DDT	N2	97.841386	N2	WaveInitRate
WaveInitRate	3	DDT	N2	117.858134	N2	WaveInitRate
WaveInitRate	3	DDT	N2	103.538273	N2	WaveInitRate
WaveInitRate	3	DDT	N2	93.808629	N2	WaveInitRate
WaveInitRate	3	DDT	N2	107.276296	N2	WaveInitRate
WaveInitRate	3	DDT	N2	85.116274	N2	WaveInitRate
WaveInitRate	3	DDT	N2	126.656196	N2	WaveInitRate
WaveInitRate	3	DDT	N2	106.204633	N2	WaveInitRate
WaveInitRate	3	DDT	N2	76.505128	N2	WaveInitRate
WaveInitRate	3	DDT	N2	NA	N2	WaveInitRate
WaveInitRate	3	DDT	N2	NA	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	106.000428	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	140.703725	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	106.728394	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	125.529233	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	99.696203	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	104.342069	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	79.378103	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	87.955677	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	87.436423	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	105.404302	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	102.831585	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	107.880914	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	102.930855	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	100.019562	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	105.676723	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	105.840878	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	106.39723	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	107.076517	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	125.982049	N2	WaveInitRate
WaveInitRate	3	DMSO	N2	106.61059	N2	WaveInitRate
WaveNumber	3	DDT	N2	0.203396	N2	WaveNumber
WaveNumber	3	DDT	N2	0.481776	N2	WaveNumber
WaveNumber	3	DDT	N2	0.436483	N2	WaveNumber
WaveNumber	3	DDT	N2	0.490069	N2	WaveNumber
WaveNumber	3	DDT	N2	0.449027	N2	WaveNumber
WaveNumber	3	DDT	N2	0.50183	N2	WaveNumber
WaveNumber	3	DDT	N2	0.511937	N2	WaveNumber
WaveNumber	3	DDT	N2	0.573595	N2	WaveNumber
WaveNumber	3	DDT	N2	0.567829	N2	WaveNumber
WaveNumber	3	DDT	N2	0.505387	N2	WaveNumber
WaveNumber	3	DDT	N2	0.367377	N2	WaveNumber
WaveNumber	3	DDT	N2	0.473158	N2	WaveNumber
WaveNumber	3	DDT	N2	0.277857	N2	WaveNumber
WaveNumber	3	DDT	N2	0.423139	N2	WaveNumber
WaveNumber	3	DDT	N2	0.480321	N2	WaveNumber
WaveNumber	3	DDT	N2	0.491665	N2	WaveNumber
WaveNumber	3	DDT	N2	0.517335	N2	WaveNumber
WaveNumber	3	DDT	N2	0.477707	N2	WaveNumber
WaveNumber	3	DDT	N2	NA	N2	WaveNumber
WaveNumber	3	DDT	N2	NA	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.435266	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.52955700000000006	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.516161	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.451921	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.401782	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.39757	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.552474	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.455109	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.344999	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.539064	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.493285	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.504319	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.512593	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.549359	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.574062	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.610219	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.464555	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.462883	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.572543	N2	WaveNumber
WaveNumber	3	DMSO	N2	0.33647	N2	WaveNumber
Asymmetry	3	DDT	N2	0.033846	N2	Asymmetry
Asymmetry	3	DDT	N2	-0.026989	N2	Asymmetry
Asymmetry	3	DDT	N2	-0.048428	N2	Asymmetry
Asymmetry	3	DDT	N2	0.004825	N2	Asymmetry
Asymmetry	3	DDT	N2	-0.033072	N2	Asymmetry
Asymmetry	3	DDT	N2	5.63e-4	N2	Asymmetry
Asymmetry	3	DDT	N2	-0.009571	N2	Asymmetry
Asymmetry	3	DDT	N2	-0.016024	N2	Asymmetry
Asymmetry	3	DDT	N2	-0.003824	N2	Asymmetry
Asymmetry	3	DDT	N2	-0.008333	N2	Asymmetry
Asymmetry	3	DDT	N2	0.006829	N2	Asymmetry
Asymmetry	3	DDT	N2	-0.005968	N2	Asymmetry
Asymmetry	3	DDT	N2	0.001223	N2	Asymmetry
Asymmetry	3	DDT	N2	0.004311	N2	Asymmetry
Asymmetry	3	DDT	N2	-0.050259	N2	Asymmetry
Asymmetry	3	DDT	N2	0.0049	N2	Asymmetry
Asymmetry	3	DDT	N2	0.009865	N2	Asymmetry
Asymmetry	3	DDT	N2	-0.001625	N2	Asymmetry
Asymmetry	3	DDT	N2	NA	N2	Asymmetry
Asymmetry	3	DDT	N2	NA	N2	Asymmetry
Asymmetry	3	DMSO	N2	-0.016012	N2	Asymmetry
Asymmetry	3	DMSO	N2	0.004183	N2	Asymmetry
Asymmetry	3	DMSO	N2	-0.028266	N2	Asymmetry
Asymmetry	3	DMSO	N2	-0.00617	N2	Asymmetry
Asymmetry	3	DMSO	N2	0.006256	N2	Asymmetry
Asymmetry	3	DMSO	N2	0.033575	N2	Asymmetry
Asymmetry	3	DMSO	N2	-0.028608	N2	Asymmetry
Asymmetry	3	DMSO	N2	-0.011376	N2	Asymmetry
Asymmetry	3	DMSO	N2	0.036984	N2	Asymmetry
Asymmetry	3	DMSO	N2	0.00668	N2	Asymmetry
Asymmetry	3	DMSO	N2	-0.021657	N2	Asymmetry
Asymmetry	3	DMSO	N2	3.8e-5	N2	Asymmetry
Asymmetry	3	DMSO	N2	0.037399	N2	Asymmetry
Asymmetry	3	DMSO	N2	0.015238	N2	Asymmetry
Asymmetry	3	DMSO	N2	0.022498	N2	Asymmetry
Asymmetry	3	DMSO	N2	0.015848	N2	Asymmetry
Asymmetry	3	DMSO	N2	-0.02601	N2	Asymmetry
Asymmetry	3	DMSO	N2	0.003614	N2	Asymmetry
Asymmetry	3	DMSO	N2	-0.012593	N2	Asymmetry
Asymmetry	3	DMSO	N2	-0.017075	N2	Asymmetry
Stretch	3	DDT	N2	0.440411	N2	Stretch
Stretch	3	DDT	N2	0.440616	N2	Stretch
Stretch	3	DDT	N2	0.435552	N2	Stretch
Stretch	3	DDT	N2	0.423529	N2	Stretch
Stretch	3	DDT	N2	0.444156	N2	Stretch
Stretch	3	DDT	N2	0.392239	N2	Stretch
Stretch	3	DDT	N2	0.428237	N2	Stretch
Stretch	3	DDT	N2	0.385586	N2	Stretch
Stretch	3	DDT	N2	0.422153	N2	Stretch
Stretch	3	DDT	N2	0.442323	N2	Stretch
Stretch	3	DDT	N2	0.390101	N2	Stretch
Stretch	3	DDT	N2	0.400523	N2	Stretch
Stretch	3	DDT	N2	0.44966	N2	Stretch
Stretch	3	DDT	N2	0.36602	N2	Stretch
Stretch	3	DDT	N2	0.428851	N2	Stretch
Stretch	3	DDT	N2	0.401271	N2	Stretch
Stretch	3	DDT	N2	0.437531	N2	Stretch
Stretch	3	DDT	N2	0.480946	N2	Stretch
Stretch	3	DDT	N2	NA	N2	Stretch
Stretch	3	DDT	N2	NA	N2	Stretch
Stretch	3	DMSO	N2	0.363228	N2	Stretch
Stretch	3	DMSO	N2	0.341624	N2	Stretch
Stretch	3	DMSO	N2	0.403619	N2	Stretch
Stretch	3	DMSO	N2	0.340658	N2	Stretch
Stretch	3	DMSO	N2	0.343673	N2	Stretch
Stretch	3	DMSO	N2	0.346008	N2	Stretch
Stretch	3	DMSO	N2	0.38488	N2	Stretch
Stretch	3	DMSO	N2	0.371901	N2	Stretch
Stretch	3	DMSO	N2	0.435769	N2	Stretch
Stretch	3	DMSO	N2	0.36758	N2	Stretch
Stretch	3	DMSO	N2	0.383739	N2	Stretch
Stretch	3	DMSO	N2	0.332198	N2	Stretch
Stretch	3	DMSO	N2	0.381784	N2	Stretch
Stretch	3	DMSO	N2	0.405618	N2	Stretch
Stretch	3	DMSO	N2	0.350251	N2	Stretch
Stretch	3	DMSO	N2	0.410701	N2	Stretch
Stretch	3	DMSO	N2	0.402248	N2	Stretch
Stretch	3	DMSO	N2	0.399332	N2	Stretch
Stretch	3	DMSO	N2	0.376876	N2	Stretch
Stretch	3	DMSO	N2	0.342631	N2	Stretch
Attenuation	3	DDT	N2	56.106751	N2	Attenuation
Attenuation	3	DDT	N2	48.818718	N2	Attenuation
Attenuation	3	DDT	N2	53.453515	N2	Attenuation
Attenuation	3	DDT	N2	64.753082	N2	Attenuation
Attenuation	3	DDT	N2	54.89917	N2	Attenuation
Attenuation	3	DDT	N2	-1.785657	N2	Attenuation
Attenuation	3	DDT	N2	11.341269	N2	Attenuation
Attenuation	3	DDT	N2	45.43796	N2	Attenuation
Attenuation	3	DDT	N2	62.523137	N2	Attenuation
Attenuation	3	DDT	N2	51.820144	N2	Attenuation
Attenuation	3	DDT	N2	58.52324	N2	Attenuation
Attenuation	3	DDT	N2	54.233488	N2	Attenuation
Attenuation	3	DDT	N2	49.337375	N2	Attenuation
Attenuation	3	DDT	N2	20.128175	N2	Attenuation
Attenuation	3	DDT	N2	45.622086	N2	Attenuation
Attenuation	3	DDT	N2	53.872791	N2	Attenuation
Attenuation	3	DDT	N2	59.93714	N2	Attenuation
Attenuation	3	DDT	N2	60.13467	N2	Attenuation
Attenuation	3	DDT	N2	NA	N2	Attenuation
Attenuation	3	DDT	N2	NA	N2	Attenuation
Attenuation	3	DMSO	N2	58.943671	N2	Attenuation
Attenuation	3	DMSO	N2	-4.13199	N2	Attenuation
Attenuation	3	DMSO	N2	59.643297	N2	Attenuation
Attenuation	3	DMSO	N2	-6.381852	N2	Attenuation
Attenuation	3	DMSO	N2	0.035231	N2	Attenuation
Attenuation	3	DMSO	N2	24.084692	N2	Attenuation
Attenuation	3	DMSO	N2	-15.121349	N2	Attenuation
Attenuation	3	DMSO	N2	66.083616	N2	Attenuation
Attenuation	3	DMSO	N2	-10.29809	N2	Attenuation
Attenuation	3	DMSO	N2	-24.51836	N2	Attenuation
Attenuation	3	DMSO	N2	59.464575	N2	Attenuation
Attenuation	3	DMSO	N2	62.932635	N2	Attenuation
Attenuation	3	DMSO	N2	-3.111981	N2	Attenuation
Attenuation	3	DMSO	N2	59.537535	N2	Attenuation
Attenuation	3	DMSO	N2	55.693562	N2	Attenuation
Attenuation	3	DMSO	N2	0.884078	N2	Attenuation
Attenuation	3	DMSO	N2	57.87252	N2	Attenuation
Attenuation	3	DMSO	N2	65.067328	N2	Attenuation
Attenuation	3	DMSO	N2	-14.968228	N2	Attenuation
Attenuation	3	DMSO	N2	23.692047	N2	Attenuation
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	0	N2	ReverseSwim
ReverseSwim	3	DDT	N2	NA	N2	ReverseSwim
ReverseSwim	3	DDT	N2	NA	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
ReverseSwim	3	DMSO	N2	0	N2	ReverseSwim
Curling	3	DDT	N2	0	N2	Curling
Curling	3	DDT	N2	0.949033	N2	Curling
Curling	3	DDT	N2	0	N2	Curling
Curling	3	DDT	N2	0.368098	N2	Curling
Curling	3	DDT	N2	0	N2	Curling
Curling	3	DDT	N2	0.784314	N2	Curling
Curling	3	DDT	N2	0.733496	N2	Curling
Curling	3	DDT	N2	0.26087	N2	Curling
Curling	3	DDT	N2	0.28169	N2	Curling
Curling	3	DDT	N2	0.553846	N2	Curling
Curling	3	DDT	N2	0.422535	N2	Curling
Curling	3	DDT	N2	0.637168	N2	Curling
Curling	3	DDT	N2	1.392857	N2	Curling
Curling	3	DDT	N2	0	N2	Curling
Curling	3	DDT	N2	0.316344	N2	Curling
Curling	3	DDT	N2	0.662983	N2	Curling
Curling	3	DDT	N2	0.11236	N2	Curling
Curling	3	DDT	N2	0.689655	N2	Curling
Curling	3	DDT	N2	NA	N2	Curling
Curling	3	DDT	N2	NA	N2	Curling
Curling	3	DMSO	N2	0	N2	Curling
Curling	3	DMSO	N2	0.229008	N2	Curling
Curling	3	DMSO	N2	0	N2	Curling
Curling	3	DMSO	N2	0	N2	Curling
Curling	3	DMSO	N2	0.213144	N2	Curling
Curling	3	DMSO	N2	0	N2	Curling
Curling	3	DMSO	N2	0.130152	N2	Curling
Curling	3	DMSO	N2	0	N2	Curling
Curling	3	DMSO	N2	0.527241	N2	Curling
Curling	3	DMSO	N2	0.708661	N2	Curling
Curling	3	DMSO	N2	0	N2	Curling
Curling	3	DMSO	N2	0	N2	Curling
Curling	3	DMSO	N2	0.316344	N2	Curling
Curling	3	DMSO	N2	0.738137	N2	Curling
Curling	3	DMSO	N2	0	N2	Curling
Curling	3	DMSO	N2	0.404494	N2	Curling
Curling	3	DMSO	N2	0	N2	Curling
Curling	3	DMSO	N2	0.105263	N2	Curling
Curling	3	DMSO	N2	0.457143	N2	Curling
Curling	3	DMSO	N2	0.148148	N2	Curling
TravelSpeed	3	DDT	N2	7.073315	N2	TravelSpeed
TravelSpeed	3	DDT	N2	14.91781	N2	TravelSpeed
TravelSpeed	3	DDT	N2	13.581351	N2	TravelSpeed
TravelSpeed	3	DDT	N2	11.077395	N2	TravelSpeed
TravelSpeed	3	DDT	N2	13.121859	N2	TravelSpeed
TravelSpeed	3	DDT	N2	7.185022	N2	TravelSpeed
TravelSpeed	3	DDT	N2	9.613478	N2	TravelSpeed
TravelSpeed	3	DDT	N2	10.352445	N2	TravelSpeed
TravelSpeed	3	DDT	N2	9.194468	N2	TravelSpeed
TravelSpeed	3	DDT	N2	4.589282	N2	TravelSpeed
TravelSpeed	3	DDT	N2	17.853794	N2	TravelSpeed
TravelSpeed	3	DDT	N2	14.473568	N2	TravelSpeed
TravelSpeed	3	DDT	N2	12.822983	N2	TravelSpeed
TravelSpeed	3	DDT	N2	15.504688	N2	TravelSpeed
TravelSpeed	3	DDT	N2	11.640863	N2	TravelSpeed
TravelSpeed	3	DDT	N2	12.501802	N2	TravelSpeed
TravelSpeed	3	DDT	N2	8.882952	N2	TravelSpeed
TravelSpeed	3	DDT	N2	7.406886	N2	TravelSpeed
TravelSpeed	3	DDT	N2	NA	N2	TravelSpeed
TravelSpeed	3	DDT	N2	NA	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	13.219785	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	14.900846	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	13.880411	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	4.787568	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	13.443115	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	8.732603	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	4.377199	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	8.194934	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	14.319181	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	12.273711	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	9.374854	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	9.030372	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	13.17151	N2	TravelSpeed
