Assay	run	trt	strain	measure	strain.name	assay.name
ActivityIndex	5	DMSO	N2	309.343517	N2	ActivityIndex
ActivityIndex	5	DMSO	N2	523.423267	N2	ActivityIndex
WaveInitRate	3	DDT	BR5270	9.846053	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	76.467986	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	79.776033	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	67.898274	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	70.755925	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	46.525671	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	88.59845	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	101.543868	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	107.386796	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	102.165412	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	33.82281	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	84.89826	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	74.646565	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	101.130623	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	66.732705	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	107.669917	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	70.615017	BR5270	WaveInitRate
WaveInitRate	3	DDT	BR5270	99.953132	BR5270	WaveInitRate
WaveInitRate	3	DMSO	BR5270	105.536463	BR5270	WaveInitRate
WaveInitRate	3	DMSO	BR5270	33.572248	BR5270	WaveInitRate
WaveInitRate	3	DMSO	BR5270	74.628777	BR5270	WaveInitRate
WaveInitRate	3	DMSO	BR5270	72.112777	BR5270	WaveInitRate
WaveInitRate	3	DMSO	BR5270	70.598163	BR5270	WaveInitRate
WaveInitRate	3	DMSO	BR5270	108.723762	BR5270	WaveInitRate
WaveInitRate	3	DMSO	BR5270	48.842081	BR5270	WaveInitRate
WaveInitRate	3	DMSO	BR5270	70.595281	BR5270	WaveInitRate
