Measurement	Well	Group	Time	OCR
16	H02	Background	75.49	0.00
16	H03	Background	75.49	0.00
16	H04	Background	75.49	0.00
16	H05	Background	75.49	0.00
16	H06	Background	75.49	0.00
16	H07	Background	75.49	0.00
16	H08	Background	75.49	0.00
16	H09	Background	75.49	0.00
16	H10	Background	75.49	0.00
16	H11	Background	75.49	0.00
16	H12	Background	75.49	0.00
17	A01	Background	80.46	0.00
17	A02	Background	80.46	0.00
17	A03	Background	80.46	0.00
17	A04	Background	80.46	0.00
17	A05	Background	80.46	0.00
17	A06	Background	80.46	0.00
17	A07	Background	80.46	0.00
17	A08	Background	80.46	0.00
17	A09	Background	80.46	0.00
17	A10	Background	80.46	0.00
17	A11	Background	80.46	0.00
17	A12	Background	80.46	0.00
17	B01	WT Control	80.46	58.68
17	B02	WT Control	80.46	112.78
17	B03	WT Control	80.46	48.12
17	B04	WT Control	80.46	83.61
17	B05	WT Control	80.46	110.89
17	B06	WT Control	80.46	113.60
17	B07	WT Control	80.46	109.95
17	B08	WT Control	80.46	161.75
17	B09	WT Control	80.46	82.22
17	B10	WT Control	80.46	70.32
17	B11	WT Control	80.46	151.06
17	B12	WT Control	80.46	101.87
17	C01	161 Control	80.46	17.20
17	C02	161 Control	80.46	5.58
17	C03	161 Control	80.46	17.47
17	C04	161 Control	80.46	13.80
17	C05	161 Control	80.46	30.42
17	C06	161 Control	80.46	13.44
17	C07	mev-1 Control	80.46	29.00
17	C08	mev-1 Control	80.46	30.50
17	C09	mev-1 Control	80.46	36.09
17	C10	mev-1 Control	80.46	33.28
17	C11	mev-1 Control	80.46	47.41
17	C12	mev-1 Control	80.46	58.05
17	D01	162 Control	80.46	94.02
17	D02	162 Control	80.46	44.26
17	D03	162 Control	80.46	50.06
17	D04	162 Control	80.46	59.49
17	D05	162 Control	80.46	76.99
17	D06	162 Control	80.46	48.10
17	D07	162 Control	80.46	53.30
17	D08	162 Control	80.46	105.90
17	D09	162 Control	80.46	123.42
17	D10	162 Control	80.46	127.45
17	D11	162 Control	80.46	137.07
17	D12	162 Control	80.46	14.39
17	E01	WT DDT	80.46	29.19
17	E02	WT DDT	80.46	41.26
17	E03	WT DDT	80.46	23.55
17	E04	WT DDT	80.46	12.34
17	E05	WT DDT	80.46	4.99
17	E06	WT DDT	80.46	73.49
17	E07	WT DDT	80.46	118.11
17	E08	WT DDT	80.46	23.97
17	E09	WT DDT	80.46	61.21
17	E10	WT DDT	80.46	14.54
17	E11	WT DDT	80.46	13.99
17	E12	WT DDT	80.46	21.46
17	F01	161 DDT	80.46	10.22
17	F02	161 DDT	80.46	4.29
17	F03	161 DDT	80.46	22.79
17	F04	161 DDT	80.46	6.77
17	F05	161 DDT	80.46	7.17
17	F06	161 DDT	80.46	0.63
17	F07	mev-1 DDT	80.46	12.88
17	F08	mev-1 DDT	80.46	0.87
17	F09	mev-1 DDT	80.46	0.90
17	F10	mev-1 DDT	80.46	7.46
17	F11	mev-1 DDT	80.46	9.01
17	F12	mev-1 DDT	80.46	6.93
17	G01	162 DDT	80.46	28.86
17	G02	162 DDT	80.46	13.69
17	G03	162 DDT	80.46	32.84
17	G04	162 DDT	80.46	8.77
17	G05	162 DDT	80.46	15.09
17	G06	162 DDT	80.46	1.00
17	G07	162 DDT	80.46	20.22
17	G08	162 DDT	80.46	72.86
17	G09	162 DDT	80.46	53.61
17	G10	162 DDT	80.46	27.14
17	G11	162 DDT	80.46	37.51
17	G12	162 DDT	80.46	27.85
17	H01	Background	80.46	0.00
17	H02	Background	80.46	0.00
17	H03	Background	80.46	0.00
17	H04	Background	80.46	0.00
17	H05	Background	80.46	0.00
17	H06	Background	80.46	0.00
17	H07	Background	80.46	0.00
17	H08	Background	80.46	0.00
17	H09	Background	80.46	0.00
17	H10	Background	80.46	0.00
17	H11	Background	80.46	0.00
17	H12	Background	80.46	0.00
18	A01	Background	85.42	0.00
18	A02	Background	85.42	0.00
18	A03	Background	85.42	0.00
18	A04	Background	85.42	0.00
18	A05	Background	85.42	0.00
18	A06	Background	85.42	0.00
18	A07	Background	85.42	0.00
18	A08	Background	85.42	0.00
18	A09	Background	85.42	0.00
18	A10	Background	85.42	0.00
18	A11	Background	85.42	0.00
18	A12	Background	85.42	0.00
18	B01	WT Control	85.42	55.20
18	B02	WT Control	85.42	115.24
18	B03	WT Control	85.42	47.83
18	B04	WT Control	85.42	80.83
18	B05	WT Control	85.42	127.02
18	B06	WT Control	85.42	121.69
18	B07	WT Control	85.42	114.44
18	B08	WT Control	85.42	164.01
18	B09	WT Control	85.42	77.13
18	B10	WT Control	85.42	71.50
18	B11	WT Control	85.42	152.61
18	B12	WT Control	85.42	96.25
18	C01	161 Control	85.42	17.76
18	C02	161 Control	85.42	6.09
18	C03	161 Control	85.42	17.25
18	C04	161 Control	85.42	16.43
18	C05	161 Control	85.42	29.01
18	C06	161 Control	85.42	12.85
18	C07	mev-1 Control	85.42	28.92
18	C08	mev-1 Control	85.42	30.60
18	C09	mev-1 Control	85.42	36.44
18	C10	mev-1 Control	85.42	35.32
18	C11	mev-1 Control	85.42	45.73
18	C12	mev-1 Control	85.42	57.79
18	D01	162 Control	85.42	93.32
18	D02	162 Control	85.42	47.82
18	D03	162 Control	85.42	47.17
18	D04	162 Control	85.42	68.14
18	D05	162 Control	85.42	74.69
18	D06	162 Control	85.42	51.01
18	D07	162 Control	85.42	57.08
18	D08	162 Control	85.42	104.10
18	D09	162 Control	85.42	136.67
18	D10	162 Control	85.42	133.54
18	D11	162 Control	85.42	137.58
18	D12	162 Control	85.42	12.43
18	E01	WT DDT	85.42	30.37
18	E02	WT DDT	85.42	44.69
18	E03	WT DDT	85.42	27.64
18	E04	WT DDT	85.42	10.39
18	E05	WT DDT	85.42	5.57
18	E06	WT DDT	85.42	71.58
18	E07	WT DDT	85.42	115.91
18	E08	WT DDT	85.42	22.57
18	E09	WT DDT	85.42	57.35
18	E10	WT DDT	85.42	17.02
18	E11	WT DDT	85.42	12.77
18	E12	WT DDT	85.42	18.64
18	F01	161 DDT	85.42	12.63
18	F02	161 DDT	85.42	4.09
18	F03	161 DDT	85.42	22.80
18	F04	161 DDT	85.42	5.43
18	F05	161 DDT	85.42	8.33
18	F06	161 DDT	85.42	1.06
18	F07	mev-1 DDT	85.42	18.37
18	F08	mev-1 DDT	85.42	-1.64
18	F09	mev-1 DDT	85.42	-1.36
18	F10	mev-1 DDT	85.42	7.90
18	F11	mev-1 DDT	85.42	8.99
18	F12	mev-1 DDT	85.42	4.34
18	G01	162 DDT	85.42	28.86
18	G02	162 DDT	85.42	15.20
18	G03	162 DDT	85.42	31.69
18	G04	162 DDT	85.42	8.78
18	G05	162 DDT	85.42	12.93
18	G06	162 DDT	85.42	0.54
18	G07	162 DDT	85.42	22.09
18	G08	162 DDT	85.42	70.26
18	G09	162 DDT	85.42	52.32
18	G10	162 DDT	85.42	31.24
18	G11	162 DDT	85.42	32.98
18	G12	162 DDT	85.42	26.63
18	H01	Background	85.42	0.00
18	H02	Background	85.42	0.00
18	H03	Background	85.42	0.00
18	H04	Background	85.42	0.00
18	H05	Background	85.42	0.00
18	H06	Background	85.42	0.00
18	H07	Background	85.42	0.00
18	H08	Background	85.42	0.00
18	H09	Background	85.42	0.00
18	H10	Background	85.42	0.00
18	H11	Background	85.42	0.00
18	H12	Background	85.42	0.00
